Time,Length,ARTT,Status
2024-07-18 10:50:40,2491,29,0
2024-07-18 10:50:40,3747,23,0
2024-07-18 10:50:40,3674,34,0
2024-07-18 10:50:40,3385,29,0
2024-07-18 10:50:40,1278,34,0
2024-07-18 10:50:40,7405119,34,0
2024-07-18 10:50:40,6008,17,0
2024-07-18 10:50:40,6012,16,0
2024-07-18 10:50:40,6009,15,0
2024-07-18 10:50:41,10095,29,0
2024-07-18 10:50:41,1278,34,0
2024-07-18 10:50:41,5481204,34,0
2024-07-18 10:50:46,40,40,0
2024-07-18 10:50:46,40,43,0
2024-07-18 10:50:51,220,31,0
2024-07-18 10:50:51,2593,25,0
2024-07-18 10:50:51,180,29,0
2024-07-18 10:50:51,1131,41,0
2024-07-18 10:50:51,448,30,0
2024-07-18 10:50:51,2604,23,0
2024-07-18 10:50:51,168,82,1
2024-07-18 10:50:51,976,82,1
2024-07-18 10:51:09,10970,31,0
2024-07-18 10:51:09,2556,34,0
2024-07-18 10:51:09,4579944,34,0
2024-07-18 10:51:10,18791,29,0
2024-07-18 10:51:10,1278,34,0
2024-07-18 10:51:10,11006048,34,0
2024-07-18 10:51:11,14849,28,0
2024-07-18 10:51:11,1278,34,0
2024-07-18 10:51:11,8510006,34,0
2024-07-18 10:51:12,4858,29,0
2024-07-18 10:51:12,2734181,34,0
2024-07-18 10:51:40,1386,20,0
2024-07-18 10:51:40,3647,27,0
2024-07-18 10:51:40,2860,40,0
2024-07-18 10:51:41,1731,31,0
2024-07-18 10:51:41,12031,29,0
2024-07-18 10:51:41,3038,34,0
2024-07-18 10:51:41,2747,40,0
2024-07-18 10:51:41,3834,34,0
2024-07-18 10:51:41,6221675,34,0
2024-07-18 10:51:42,13214,31,0
2024-07-18 10:51:42,2556,34,0
2024-07-18 10:51:42,7983846,34,0
2024-07-18 10:51:43,11310,32,0
2024-07-18 10:51:43,2556,34,0
2024-07-18 10:51:43,6086077,34,0
2024-07-18 10:51:44,10232,29,0
2024-07-18 10:51:44,1278,34,0
2024-07-18 10:51:44,7936970,34,0
2024-07-18 10:51:46,140,36,0
2024-07-18 10:51:46,1956,25,0
2024-07-18 10:51:46,168,35,0
2024-07-18 10:51:46,258,29,0
2024-07-18 10:51:48,40,21,0
2024-07-18 10:51:48,1402,33,0
2024-07-18 10:51:51,40,21,0
2024-07-18 10:51:51,40,82,1
2024-07-18 10:51:59,300,22,0
2024-07-18 10:51:59,2625,28,0
2024-07-18 10:51:59,180,20,0
2024-07-18 10:51:59,1138,18,0
2024-07-18 10:51:59,448,29,0
2024-07-18 10:51:59,3131,23,0
2024-07-18 10:51:59,168,82,1
2024-07-18 10:51:59,976,82,1
2024-07-18 10:52:11,40,33,0
2024-07-18 10:52:11,40,17,0
2024-07-18 10:52:12,6405,29,0
2024-07-18 10:52:12,216,34,0
2024-07-18 10:52:12,2556,34,0
2024-07-18 10:52:12,2179199,34,0
2024-07-18 10:52:13,17325,30,0
2024-07-18 10:52:13,3834,34,0
2024-07-18 10:52:13,10263368,34,0
2024-07-18 10:52:14,12806,32,0
2024-07-18 10:52:14,2556,34,0
2024-07-18 10:52:14,8759110,34,0
2024-07-18 10:52:15,8788,28,0
2024-07-18 10:52:15,6390,34,0
2024-07-18 10:52:15,6834175,34,0
2024-07-18 10:52:17,4557,31,0
2024-07-18 10:52:17,56496,18,0
2024-07-18 10:52:41,2026,31,0
2024-07-18 10:52:41,178,40,0
2024-07-18 10:52:42,2586,32,0
2024-07-18 10:52:42,189,39,0
2024-07-18 10:52:42,14000,29,0
2024-07-18 10:52:42,2471,24,0
2024-07-18 10:52:42,2541,37,0
